ID,Name,Hours,Phone,Address,Latitude,Longitude
272,Adult Probation Admin Bldg,,,"1640 Walnut
Chicago, IL 60644
",41.8803330239,-87.7574823908
273,Adult Probation,,773-982-3300,"533 103rd Street
Chicago, IL 60602
",41.7073387905,-87.610078324
274,Child Support ÛÒ Sheriff,,312-603-1250,"32 Randolph
Chicago, IL 60601
",41.8845595079,-87.6268448543
275,Sheriff ÛÒ South Campus ÛÒ 1 ,,773-890-7100,"3026 California
Chicago, IL 60608
",41.838445523,-87.6950867849
276,Sheriff ÛÒ Fugitive Warrants ,,,"3900 California
Chicago, IL 60632
",41.8228091599,-87.6946804064
277,Sheriff Vehicle Facility,,773-291-2311,"10351 Woodlawn
Chicago, IL 60628
",41.7060471362,-87.5942591552
278,SheriffÛªs Boot Camp,,,"2801 Rockwell
Chicago, IL 60608
",41.8414933833,-87.6901920921
279,Sheriff- South Campus ÛÒ 2  ,,773-890-7100,"3048 California
Chicago, IL 60608
",41.8381554831,-87.6950779287
280,Sheriff ÛÒ South Campus ÛÒ 3 ,,773-890-7100,"3026 California
Chicago, IL 60608
",41.838445523,-87.6950867849
281,Sheriff ÛÒ South Campus ÛÒ 4  ,,773-890-7100,"2828 31st Street
Chicago, IL 60608
",41.8374889929,-87.6950153527
282,Sheriff ÛÒ South Campus ÛÒ 5  ,,773-890-7100,"2848 31st Street
Chicago, IL 60608
",41.8374889929,-87.6950153527
283,Crim Justice Admin Bldg,,773-890-7100,"2650 California
Chicago, IL 60608
",41.8435978227,-87.6952720468
284,Criminal Court Building,,773-890-7100,"2600 California
Chicago, IL 60608
",41.8445510123,-87.6952979252
285,1st District Appellate Crt,,,"160 Lasalle
Chicago, IL 60601
",41.8847936948,-87.6325569603
286,Courtroom ÛÒ Chgo. Police,,773-982-3080,"727 111th Street
Chicago, IL 60628
",41.6927947359,-87.6053643588
287,Judiciary Arbitration,,312-793-0125,"222 LaSalle
Chicago, IL 60601
",41.8863191393,-87.6325808578
288,Courtroom ÛÒ Chgo Police,,773-265-8938,"3151 Harrison
Chicago, IL 60612
",41.8736908115,-87.7051989713
289,Courtroom ÛÒ Chgo. Police ,,773-404-3320,"2452 Belmont
Chicago, IL 60618
",41.9394801617,-87.6895222785
290,Courtroom ÛÒ Chgo. Police ,,773-373-8850,"51st Chicago
IL 60609
",41.8019158783,-87.6308398226
291,Courtroom Chgo. Police,,773-804-6120,"5555 Grand
Chicago, IL 60612
",41.8805139189,-87.6874621206
292,Child Support Division,,312-603-2000,"28 Clark
Chicago, IL 60601
",41.8853650158,-87.6165592503
293,States Attorney,,,"1229 N Branch
Chicago, IL 60622
",41.9033682893,-87.6837055903
294,Community Prosecutions,,,"5333 Western
Chicago, IL 60625
",41.9783138998,-87.6891751596
295,Community Prosecutions   ,,,"9059 Cottage Grove
Chicago, IL 60619
",41.7439296655,-87.605261429
296,States Attorney,,,"1240 Damen
Chicago, IL 60608
",41.8655953273,-87.6763749668
297,States Attorney,,,"3510 Michigan
Chicago, IL 60653
",41.8308607259,-87.6233020063
298,Domestic Violence,,312-443-5500,"555 Harrison
Chicago, IL 60607
",41.8743161958,-87.6413805566
299,States Attorney,,,"4 Chicago Avenue Oak Park
IL 60302
",41.8947553128,-87.775256226
300,Juvenile Detention,,312-738-8200,"1100 Hamilton
Chicago, IL 60612
",41.8674050919,-87.6803543251
301,Juvenile ÛÒ New Facility,,312-738-8200,"2245 Ogden
Chicago, IL 60612
",41.8677338312,-87.6824507274
302,Juvenile Probation,,closed,"3424 26th St
Chicago, IL 60623
",41.8444859828,-87.7111001836
303,Commissioner Reyes,,773-588-1129,"3061 Milwaukee
Chicago, IL 60618
",41.9368332948,-87.7200519526
304,Commissioner Silvestri,,773-774-8554,"6650 Chicago
IL 60631
",42.0016411779,-87.8144265052
305,Commissioner Beavers,,773-731-1515,"2548 79th Street
Chicago, IL 60649
",41.7517831718,-87.5618213535
306,Commissioner Steele,,773-722-0140,"3936 Roosevelt
Chicago, IL 60624
",41.8662133385,-87.724228376
307,Commissioner Fritchey,,773-871-4000,"2539 Southport
Chicago, IL 60614
",41.928088217,-87.6633718327
308,Commissioner Fritchey,,,"4239 Lincoln
Chicago, IL 60618
",41.9587990441,-87.6819331647
309,Commissioner Garcia,,773-376-2700,"4249 Archer Av
Chicago, IL 60632
",41.8165523443,-87.7002809731
310,Commissioner Collins,,773-626-2184,"5943 Madison
Chicago, IL 60644
",41.8800336842,-87.7733319126
311,Commissioner Gainer,,773-561-1010,"5333 Broadway
Chicago, IL 60640
",41.9787193529,-87.6598407977
312,Forest Preserve District,,,"6100 Central
Chicago, IL 60646
",41.9911616278,-87.7660178431
313,Core Center,,312-572-4500,"2020 Harrison
Chicago, IL 60612
",41.8740940189,-87.6770479653
314,Austin Clinic,,773-826-9600,"4800 Chicago
Chicago, IL 60651
",41.8950633141,-87.7458057413
315,Chicago ÛÒ Reed Mental,,,"4200 Oak Park
Chicago, IL 60634
",41.9456047945,-87.7883925005
316,County Hospital E Bldg.,,312-864-6000,"739 Winchester
Chicago, IL 60612
",41.8718837783,-87.6750145521
317,Cermak Hospital,,773-674-7000,"2850 California
Chicago, IL 60608
",41.8405907231,-87.6951323917
318,County Hospital ÛÒ Main,,312-864-6000,"1825 Harrison
Chicago, IL 60612
",41.8740609814,-87.6722749677
319,Hospital ÛÒ Nursing School ,,312-864-6000,"1900 Polk St
Chicago, IL 60612
",41.8715820199,-87.6738509816
320,County Powerhouse,,773-890-7100,"3045 Sacramento
Chicago, IL 60623
",41.8378926666,-87.699911355
321,Hektoen Building,,312-864-6000,"627 Wood
Chicago, IL 60612
",41.87374772,-87.6715077585
322,Durand Building,,312-864-6000,"637 Wood
Chicago, IL 60612
",41.8736272558,-87.6715035317
323,Childrens Hospital,,312-864-6000,"700 Wood
Chicago, IL 60612
",41.8730957815,-87.6715585338
324,Hospital ÛÒ A Building,,312-864-6000,"719 Wood
Chicago, IL 60612
",41.8725932199,-87.6714622134
325,Hospital ÛÒ B Building,,312-864-6000,"735 Wolcott
Chicago, IL 60612
",41.8712310334,-87.6737647867
326,Hospital -  Meyer Hall,,312-864-6000,"720 Wolcott
Chicago, IL 60612
",41.8713339323,-87.6738423502
327,Hospital ÛÒ Fantus Clinic,,312-864-6000,"1901 Harrison
Chicago, IL 60612
",41.8740456038,-87.6743067241
328,Hospital ÛÒ Old Fantus,,312-864-6000,"621 Winchester
Chicago, IL 60612
",41.8739789699,-87.674942061
329,Hospital ÛÒ Radiation Ctr.,,312-864-6000,"1902 Harrison
Chicago, IL 60612
",41.8741866675,-87.6742605762
330,Hospital ÛÒ Powerhouse,,312-864-6000,"1850 Polk
Chicago, IL 60612
",41.8715955188,-87.672672218
331,Provident Hospital,,312-572-2000,"500 51st Street
Chicago, IL 60615
",41.8021824119,-87.6141433303
332,Near South Clinic,,312-,"3525 Michigan
Chicago, IL 60653
",41.8306714661,-87.6232212143
333,Stroger Hospital,,312-864-6000,"1969 Ogden
Chicago, IL 60612
",41.8734871816,-87.6755751015
334,Logan Square Clinic,,773-395-7400,"2840 Fullerton
Chicago, IL 60647
",41.9248749041,-87.6988090071
335,County ÛÒ Rental Facility,,Closed,"2240 Ogden
Chicago, IL 60612
",41.8680806827,-87.6821296778
336,Prieto Health Center,,,"2424 Pulaski
Chicago, IL 60623
",41.8471444953,-87.7246668415
337,Englewood Health Ctr,,773-483-5011,"1169 May St
Chicago, IL 60621
",41.7763078402,-87.6398468664
338,Woodlawn Health Ctr,,,"6337 Woodlawn
Chicago, IL 60637
",41.7792233021,-87.5961189076
339,Bureau Of Health,,,"5420 Roosevelt
Chicago, IL 60644
",41.8657007326,-87.761102022
340,John Stroger Parking Grge  ,,312-864-6000,"1800 Polk Street
Chicago, IL 60612
",41.8715638729,-87.6733912444
341,Austin Path Clinic,,,"231 Pine Street
Chicago, IL 60644
",41.8847344291,-87.7632649528
342,Morton East Clinic,,,"2435 Austin Blvd
Chicago, IL 60644
",41.8800474297,-87.7746105288
343,Beethoven Clinic,,,"25 47th Street
Chicago, IL 60644
",41.8091801742,-87.6267030312
344,John Sengstacke Clinic,,312-572-2900,"450 51st Street
Chicago, IL 60615
",41.8021726168,-87.6151875723
345,Hayes Health Center,,,"4859 Wabash
Chicago, IL 60615
",41.806399384,-87.6242648248
346,Dusable Health Center,,,"4934 Wabash
Chicago, IL 60615
",41.8048447613,-87.6244101468
347,Bond Child Health Ctr,,,"7050 May
Chicago, IL 60621
",41.7658695599,-87.6529445768
348,Northside Health Center,,,"850 Irving
Chicago, IL 60613
",41.9545810856,-87.6512760501
349,"John H. Stroger, Jr. Hospital",,312-864-6000,"1901 Harrison
Chicago, IL 60612
",41.8740456038,-87.6743067241
350,Children's Advocacy Center,,,"1240 Damen
Chicago, IL 60608
",41.8655953273,-87.6763749668
351,Westside Health Center,,,"4800 Chicago Ave
Chicago, IL 60651
",41.8950361778,-87.746164383
352,DOC/Division 1,,773-890-7100,"2602 California
Chicago, IL 60608
",41.8445128847,-87.6952968901
353,DOC/Division 2,,773-890-7100,"2715 Sacramento
Chicago, IL 60608
",41.8487025743,-87.6709445747
354,DOC/Division 3,,773-890-7100,"2900 California
Chicago, IL 60608
",41.8400179873,-87.6951207428
355,DOC/Division 4,,773-890-7100,"2715 Sacramento
Chicago, IL 60608
",41.8487025743,-87.6709445747
356,DOC/Division 5,,773-890-7100,"2702 California
Chicago, IL 60608
",41.8425693108,-87.6952436156
357,DOC/Division 6,,773-890-7100,"2715 Sacramento
Chicago, IL 60608
",41.8487025743,-87.6709445747
358,DOC/Division 8 / RTU,,773-890-7100,"2715 Sacramento
Chicago, IL 60608
",41.8487025743,-87.6709445747
359,DOC/Division 9,,773-890-7100,"2834 31st Street
Chicago, IL 60608
",41.8374889929,-87.6950153527
360,DOC/Division 10,,773-890-7100,"2950 California
Chicago, IL 60608
",41.8394452515,-87.695109094
361,DOC/Division 11,,773-890-7100,"3015 California
Chicago, IL 60608
",41.8384467699,-87.6950132196
362,Assessor,,312-443-7550,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
363,Board of Review,,312-443-7550,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
364,Office of the Chief Judge,,312-603-6000,"50 Washington
Chicago, IL 60602
",41.883255491,-87.6261905975
365,Clerk of the Circuit Court of Cook County,,312-603-5030,"50 Washington
Chicago, IL 60602
",41.883255491,-87.6261905975
366,Cook County Clerk,,312-603-5656,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
367,Inspector General,,312-603-0350,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
368,Recorder of Deeds,,312-603-5050,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
369,Sheriff,,312-603-6444,"50 Washington
Chicago, IL 60602
",41.883255491,-87.6261905975
370,States Attorney,,312-603-1880,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
371,Treasurer,,312-443-5100,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
372,Office of the President,,312-603-6400,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
373,Bureau of Administration,,312-603-3055,"118 Clark
Chicago, IL 60602
",41.8837125342,-87.6309522352
374,Adoption and Child Custody,,312-603-0550,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
375,Environmental Control,,312-603-8200,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
376,Highway Department,,312-603-1601,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
377,Cook County Law Library,,312-603-5423,"50 Washington
Chicago, IL 60602
",41.883255491,-87.6261905975
378,Medical Examiner,,312-666-0500,"2121 Harrison St
Chicago, IL 60612
",41.8739830491,-87.6802620647
379,Veterans Assistance Commission,,312-433-6010,"1100 Hamilton
Chicago, IL 60612
",41.8674050919,-87.6803543251
380,Zoning Board of Appeals,,312-603-0540,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
381,Economic Development,,312-603-1000,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
382,Building & Zoning,,312-603-0500,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
383,Capital Planning & Policy,,312-603-0300,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
384,Planning and Development,,312-603-1000,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
385,Cook County Works,,312-603-0200,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
386,Bureau of Finance,,312-603-6846,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
387,Budget Management,,312-603-5611,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
388,Comptroller,,312-603-5601,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
389,Contract Compliance,,312-603-5502,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
390,Purchasing,,312-603-5370,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
391,Revenue,,312-603-6870,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
392,Risk Management,,312-603-6422,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
393,Employee Benefits,,312-603-6385,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
394,General Liability,,312-603-3738,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
395,Safety,,312-603-6855,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
396,Workers Compensation,,312-603-6590,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
397,Human Resources,,312-603-3300,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
398,Secretary of the Board,,312-603-6127,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
399,Bureau of Technology,,312-603-1400,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
400,Geographic Information Systems,,312-603-1400,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
401,IT Solutions and Services,,312-603-5958,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
402,IT Policy and Planning,,312-603-1400,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
403,Administrative Hearing Board,,312-603-2120,"118 Clark St
Chicago, IL 60602
",41.883857605,-87.630916265
404,Auditor,,312-603-1500,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
405,Board of Ethics,,312-603-1100,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
406,Commission on Women's Issues,,312-603-1100,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
407,Facilities Management,,312-603-0340,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
408,Homeland Security,,312-603-8180,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
409,Human Rights Commission,,312-603-1100,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
410,Judicial Advisory Council,,312-603-1133,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
411,Cook County Law Library,,773-869-5038,"2650 California
Chicago, IL 60608
",41.8435978227,-87.6952720468
412,Cook County Law Library,,312-325-9390,"555 Harrison
Chicago, IL 60607
",41.8743161958,-87.6413805566
413,Health and Hospitals,,312-864-1111,"1900 Polk St
Chicago, IL 60612
",41.8715820199,-87.6738509816
414,Public Defender,,312-603-0600,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
415,Public Guardian,,312-603-0800,"69 Washington
Chicago, IL 60602
",41.8832102127,-87.6253145725
